,gene,TBI Acute vs AControl Log2 fold change,Acute pval,Acute padj,TBI Subacute vs SControl Log2 fold change,Subacute pval,Subacute padj,TBI Chronic vs CControl Log2 fold change,Chronic pval,Chronic padj
6538,Ogfr,0.1587667167071893,0.370083971519254,0.7143418088849851,-0.0251303621069479,0.9027700296590876,0.9836948695270482,0.0424255610056239,0.812963936033591,0.9999068176988548
6539,Tmem241,-0.0283181023474077,0.8844441482463338,0.964554803145272,0.0519688204823407,0.8117360912024019,0.958608027160632,-0.0395455593391317,0.8583942041211381,0.9999068176988548
6540,Zfp260,0.0315644108033896,0.8899299314041219,0.9664111243150528,0.0208736242192582,0.9101175439315432,0.9850889650669716,0.0047912248259806,0.9762570356443736,0.9999068176988548
6541,Cyp20a1,-0.3857522568038257,0.0343872813928901,0.2074024018516853,-0.2485905665645424,0.1871922035105104,0.6113837136110637,0.0775437175830281,0.6088139418650625,0.9999068176988548
6542,Aff4,0.0007843498657866,0.996996002097718,0.9990237046569608,0.4467433417954935,0.0545314565762594,0.3825614254002378,-0.1118154570759612,0.4751225915935094,0.9999068176988548
6543,Tmem67,0.069059378854367,0.7146169896758309,0.9047750014147452,-0.0636044140780898,0.7691057973821412,0.945988603606461,0.0959914562755466,0.5747368504552772,0.9999068176988548
6544,Dtx3l,0.1975318896421844,0.2501432247201268,0.6074796797500801,0.1981210791161556,0.3563917161897,0.7566423081805885,-0.1670121586167504,0.2864592498547362,0.9999068176988548
6545,Proser1,0.0367510614219973,0.8821031437341121,0.9642593358803684,0.3624999241063268,0.1410891420071587,0.5535526663930682,0.1008084210781657,0.5724133869174322,0.9999068176988548
6546,Spty2d1,-0.1100605153311302,0.583406473240531,0.851596704037323,0.1984037139694255,0.3719686587222127,0.7679461877854251,0.0232584326721585,0.9014150552658204,0.9999068176988548
6547,Rps23,0.0567285539089069,0.7610280624147588,0.9210162775412764,-0.1023054862028868,0.6329103097957157,0.8945942907697828,0.209600641177881,0.1556037363609719,0.9999068176988548
6548,Cdc42ep1,0.3921241644305908,0.0383258007795182,0.2234632304326497,-0.5481191558494635,0.0192590145442453,0.23937530778386,0.2049548741077166,0.1264911783966801,0.9999068176988548
6549,Tceal1,0.1369990508019334,0.4749743930171035,0.788116457156153,-0.5023046084615782,0.0213589884829602,0.2526552613907784,0.0821694192297069,0.6630152017530676,0.9999068176988548
6550,Clip1,0.2602167455226961,0.2609726539757366,0.616496083695155,0.1931581496704055,0.3911826050465928,0.7792130221508398,0.0050832636767996,0.9733456804013872,0.9999068176988548
6551,Polr1a,-0.9954260247981528,6.856710008220273e-08,1.064190286662057e-05,0.3049934174975741,0.1701480053674312,0.5927959574112712,-0.0043813135884626,0.977813594382278,0.9999068176988548
6552,Ap5b1,0.2808998986829128,0.2119205198419375,0.5628603294858467,-0.1881505032719646,0.3773272400528817,0.7702975687480403,-0.1050643772734404,0.5912849963561881,0.9999068176988548
