gene,SRR5292044,SRR5292039,SRR5292051,SRR5292041,SRR5292047,SRR5292053,SRR5292052,SRR5292042,SRR5292046,SRR5292049,SRR5292045,SRR5292050,SRR5292043,SRR5292040,SRR5292054,SRR5292048
Ap3d1,64.15625085561543,75.47040516000638,66.05681517254976,89.03333057073866,78.72537455203361,78.98365291638828,72.56880695418667,77.18832524385343,62.498517080640184,91.18496254515634,73.76088422340749,78.88671609132676,63.585237000839186,73.49092562666299,72.21393058986891,70.11910043479557
Ap3m1,95.97202730222917,99.59660586931669,71.51251974550529,87.78613976744317,79.11878286462012,85.07758204921585,97.4818954274055,79.03241492544718,64.36210922631744,76.24592956581948,88.94843759816538,75.15845023953473,85.01069729460022,85.58766205724643,101.43923060543105,77.50650275068497
Ap3m2,24.18380608460745,42.170165945685234,34.28535913004404,33.91554345735774,31.82236128477538,34.387171535241194,34.25549665067589,34.29128669820792,31.271985273803956,32.35928942929017,30.982608884506096,35.460892249430984,26.125238680779578,27.662071120832437,40.331785118346566,34.977921462526076
Ap3s1,45.9349216163254,35.58107751667191,33.26910043508174,37.737579790037444,36.63068510527716,28.926377896733385,33.59492233509812,30.515293540658774,35.31734383393267,35.77097170138786,45.76516083593711,33.00362611984078,36.44632062874188,40.10566737738245,32.97101656003061,34.52896331073169
Ap3s2,25.280901824145857,38.92630702678637,29.738938652581105,34.076471302944256,31.12296872906603,31.77548762117224,32.79279638046797,37.408676398045,35.5900646357391,28.223916978262675,34.07074473737353,37.28265851792027,22.99205308943388,28.485863207502994,33.755003743756575,33.79430451688634
Ap4b1,8.967565175357398,12.569953310733098,10.697459946971621,13.035155492507602,11.408841065008756,11.15901308738552,12.456544236609416,14.357555378122905,11.999715279482915,12.251040886168962,10.023785227340209,10.125631120207892,11.933751002331412,7.891061040739033,9.451401048251842,14.040145837933453
Ap4e1,26.807295896547114,32.7933862582432,21.4484071936781,26.351934714791604,28.806230888278815,27.1456843189591,28.404695569844197,25.597721056408727,21.863117611482128,19.074405430364333,23.94570915420161,23.55586151814053,29.3505767895178,28.095645903290624,28.354203144755523,26.610974088176196
Ap4m1,5.199279809116789,8.058962001639365,,6.517577746253801,5.6388524804066265,7.9933356157867905,5.850801080831696,5.620082839142912,5.181695234322167,5.324292030697904,,5.59239877768804,5.851684854425055,6.286834345643736,7.926981524340254,9.877079339476442
Ap4s1,15.025441650199896,21.237138859666,19.683326302427783,17.018119670773814,15.736332503460353,14.680829274539105,16.561541769128425,16.596807134343912,20.363153201546762,23.778391593408113,23.793833620454027,16.522996388623756,15.435546663247194,18.123425906752285,17.160608354890442,16.080864709726107
Ap5b1,15.836338501163066,18.75355937488406,8.77191715651673,14.644433948372738,10.622024439835739,11.554722771335362,12.645279755345921,12.820813976794765,11.499727142837793,11.734119329790525,13.567547681450383,11.989764046103906,10.182853171873521,12.400238778304194,10.801601198002105,13.183043911780539
